comparison,comparison_label,group,feature_type,feature,label_a,label_b,effect_size,pvalue,neg_log_pvalue,significant,n_samples_a,n_samples_b
target_top_vs_other_top,top 1 vs other top,B,transcriptome,transcriptome_4,1:top,other:top,1.3483198793518825,0.01204496628015339,1.9191944114700223,true,9,9
target_top_vs_other_top,top 0 vs other top,B,transcriptome,transcriptome_4,0:top,other:top,-1.3483198793518825,0.01204496628015339,1.9191944114700223,true,9,9
target_top_vs_other_top,top 1 vs other top,B,transcriptome,transcriptome_5,1:top,other:top,1.2662310049572003,0.017221038393919835,1.7639406650105347,true,9,9
target_top_vs_other_top,top 0 vs other top,B,transcriptome,transcriptome_5,0:top,other:top,-1.2662310049572003,0.017221038393919835,1.7639406650105347,true,9,9
target_top_vs_other_top,top 0 vs other top,B,transcriptome,transcriptome_9,0:top,other:top,-1.2961600942632516,0.018009402882195963,1.744500686362386,true,9,9
target_top_vs_other_top,top 1 vs other top,B,transcriptome,transcriptome_9,1:top,other:top,1.2961600942632516,0.018009402882195963,1.744500686362386,true,9,9
target_top_vs_other_top,top 0 vs other top,B,transcriptome,transcriptome_1,0:top,other:top,-1.1488738888065768,0.02696912137475014,1.5691332021682944,true,9,9
target_top_vs_other_top,top 1 vs other top,B,transcriptome,transcriptome_1,1:top,other:top,1.1488738888065768,0.02696912137475014,1.5691332021682944,true,9,9
target_top_vs_other_top,top 1 vs other top,B,transcriptome,transcriptome_6,1:top,other:top,1.0723730267902074,0.04499471324657728,1.3468385116184485,true,9,9
target_top_vs_other_top,top 0 vs other top,B,transcriptome,transcriptome_6,0:top,other:top,-1.0723730267902074,0.04499471324657728,1.3468385116184485,true,9,9
top_label_vs_top_label,top 1 vs top 0,B,transcriptome,transcriptome_10,1:top,0:top,2.7169754110192015,0.00003358907267888216,4.473801985917301,true,9,9
top_label_vs_top_label,top 1 vs top 0,B,transcriptome,transcriptome_3,1:top,0:top,2.4905311506754884,0.0000798529434325339,4.097709070847387,true,9,9
top_label_vs_top_label,top 1 vs top 0,B,transcriptome,transcriptome_7,1:top,0:top,2.236324270601488,0.00032466597469126544,3.4885632234717,true,9,9
top_label_vs_top_label,top 1 vs top 0,B,transcriptome,transcriptome_2,1:top,0:top,2.073723724149784,0.00045045112202063344,3.3463523269676423,true,9,9
top_label_vs_top_label,top 1 vs top 0,B,transcriptome,transcriptome_11,1:top,0:top,1.8810528355907778,0.0010615273031391078,2.974068831031511,true,9,9
top_label_vs_top_label,top 1 vs top 0,B,transcriptome,transcriptome_8,1:top,0:top,1.8680195044373695,0.0013759484816107768,2.8613978266899105,true,9,9
top_label_vs_top_label,top 1 vs top 0,B,transcriptome,transcriptome_0,1:top,0:top,1.4513896600621374,0.007215075039204422,2.141759147738479,true,9,9
top_label_vs_top_label,top 1 vs top 0,B,transcriptome,transcriptome_4,1:top,0:top,1.3483198793518825,0.01204496628015339,1.9191944114700223,true,9,9
top_label_vs_top_label,top 1 vs top 0,B,transcriptome,transcriptome_5,1:top,0:top,1.2662310049572003,0.017221038393919835,1.7639406650105347,true,9,9
top_label_vs_top_label,top 1 vs top 0,B,transcriptome,transcriptome_9,1:top,0:top,1.2961600942632516,0.018009402882195963,1.744500686362386,true,9,9
top_label_vs_top_label,top 1 vs top 0,B,transcriptome,transcriptome_1,1:top,0:top,1.1488738888065768,0.02696912137475014,1.5691332021682944,true,9,9
top_label_vs_top_label,top 1 vs top 0,B,transcriptome,transcriptome_6,1:top,0:top,1.0723730267902074,0.04499471324657728,1.3468385116184485,true,9,9
top_vs_rest_within_label,1: top vs rest,B,transcriptome,transcriptome_7,1:top,1:rest,4.232152605500598,1.3931553856141524e-6,5.856000441830675,true,9,9
top_vs_rest_within_label,1: top vs rest,B,transcriptome,transcriptome_3,1:top,1:rest,3.265192761265313,9.901272811353693e-6,5.004308973138187,true,9,9
top_vs_rest_within_label,1: top vs rest,B,transcriptome,transcriptome_2,1:top,1:rest,2.4367881750996823,0.00008305170340665115,4.080651455656627,true,9,9
top_vs_rest_within_label,1: top vs rest,B,transcriptome,transcriptome_11,1:top,1:rest,2.201113295684623,0.00016879800594514927,3.772632688113998,true,9,9
top_vs_rest_within_label,1: top vs rest,B,transcriptome,transcriptome_8,1:top,1:rest,2.064761138857335,0.0002610496734535249,3.583276845710959,true,9,9
top_vs_rest_within_label,1: top vs rest,B,transcriptome,transcriptome_10,1:top,1:rest,2.020721295333264,0.0003018215658537811,3.520249732099601,true,9,9
top_vs_rest_within_label,1: top vs rest,B,transcriptome,transcriptome_4,1:top,1:rest,1.8944018494250523,0.0004632729037483767,3.3341631003940693,true,9,9
top_vs_rest_within_label,1: top vs rest,B,transcriptome,transcriptome_1,1:top,1:rest,1.7207664666618827,0.000861227017474928,3.0648823544219033,true,9,9
top_vs_rest_within_label,1: top vs rest,B,transcriptome,transcriptome_5,1:top,1:rest,1.487140746989551,0.0021070808345289107,2.67631880311214,true,9,9
top_vs_rest_within_label,1: top vs rest,B,transcriptome,transcriptome_6,1:top,1:rest,1.3701923662377038,0.003387936134497695,2.470064785087689,true,9,9
top_vs_rest_within_label,1: top vs rest,B,transcriptome,transcriptome_0,1:top,1:rest,1.312235099459604,0.004315823464537022,2.364936328109943,true,9,9
top_vs_rest_within_label,1: top vs rest,B,transcriptome,transcriptome_9,1:top,1:rest,0.955492322322392,0.02094195449084366,1.6789827885130915,true,9,9
top_vs_rest_within_label,0: top vs rest,B,transcriptome,transcriptome_5,0:top,0:rest,0.9243351473226318,0.024184221877897462,1.6164678813816578,true,9,9
top_vs_rest_within_label,0: top vs rest,B,transcriptome,transcriptome_4,0:top,0:rest,0.8985617623166118,0.02725555154117359,1.564545025198763,true,9,9
top_vs_rest_within_label,0: top vs rest,B,transcriptome,transcriptome_6,0:top,0:rest,0.8265501008695508,0.0381324367076487,1.4187054419103458,true,9,9
top_vs_rest_within_label,0: top vs rest,B,transcriptome,transcriptome_10,0:top,0:rest,-0.7012843825140083,0.06852554369631045,1.164147509989548,false,9,9
top_vs_rest_within_label,0: top vs rest,B,transcriptome,transcriptome_1,0:top,0:rest,0.5909326163620527,0.1141980075690483,0.9423414732295436,false,9,9
top_vs_rest_within_label,0: top vs rest,B,transcriptome,transcriptome_11,0:top,0:rest,0.4897451285499386,0.17996298034078873,0.744816823159055,false,9,9
top_vs_rest_within_label,0: top vs rest,B,transcriptome,transcriptome_7,0:top,0:rest,0.27146701118267613,0.4389831273394875,0.357552171885844,false,9,9
top_vs_rest_within_label,0: top vs rest,B,transcriptome,transcriptome_3,0:top,0:rest,0.25442242667400056,0.46721311159508316,0.33048497793869597,false,9,9
top_vs_rest_within_label,0: top vs rest,B,transcriptome,transcriptome_8,0:top,0:rest,0.1659119273518692,0.632061712860575,0.19924051626452863,false,9,9
top_vs_rest_within_label,0: top vs rest,B,transcriptome,transcriptome_2,0:top,0:rest,-0.154583198451406,0.6551840106062068,0.1836367098285692,false,9,9
top_vs_rest_within_label,0: top vs rest,B,transcriptome,transcriptome_9,0:top,0:rest,-0.08480640636777886,0.8055892951928421,0.09388631339481453,false,9,9
top_vs_rest_within_label,0: top vs rest,B,transcriptome,transcriptome_0,0:top,0:rest,-0.0024090045182786103,0.9944106966041455,0.0024342127542129953,false,9,9
target_top_vs_other_top,top 0 vs other top,T,repertoire,repertoire_1,0:top,other:top,-2.6166895607094127,0.0003750692038043445,3.425888593452326,true,7,7
target_top_vs_other_top,top 1 vs other top,T,repertoire,repertoire_1,1:top,other:top,2.6166895607094127,0.0003750692038043445,3.425888593452326,true,7,7
target_top_vs_other_top,top 1 vs other top,T,repertoire,repertoire_2,1:top,other:top,2.177826511755638,0.0028675594932844736,2.5424875630214188,true,7,7
target_top_vs_other_top,top 0 vs other top,T,repertoire,repertoire_2,0:top,other:top,-2.177826511755638,0.0028675594932844736,2.5424875630214188,true,7,7
target_top_vs_other_top,top 1 vs other top,T,repertoire,repertoire_3,1:top,other:top,2.0034941894449814,0.003268528389257603,2.4856477385565983,true,7,7
target_top_vs_other_top,top 0 vs other top,T,repertoire,repertoire_3,0:top,other:top,-2.0034941894449814,0.003268528389257603,2.4856477385565983,true,7,7
target_top_vs_other_top,top 1 vs other top,T,repertoire,repertoire_5,1:top,other:top,1.790520091257485,0.00647304078169403,2.188891656815086,true,7,7
target_top_vs_other_top,top 0 vs other top,T,repertoire,repertoire_5,0:top,other:top,-1.790520091257485,0.00647304078169403,2.188891656815086,true,7,7
target_top_vs_other_top,top 1 vs other top,T,repertoire,repertoire_7,1:top,other:top,-1.3849770270297581,0.024574065106475872,1.6095229954417831,true,7,7
target_top_vs_other_top,top 0 vs other top,T,repertoire,repertoire_7,0:top,other:top,1.3849770270297581,0.024574065106475872,1.6095229954417831,true,7,7
target_top_vs_other_top,top 0 vs other top,T,repertoire,repertoire_0,0:top,other:top,-1.209190573081512,0.04307508258129728,1.3657738812724507,true,7,7
target_top_vs_other_top,top 1 vs other top,T,repertoire,repertoire_0,1:top,other:top,1.209190573081512,0.04307508258129728,1.3657738812724507,true,7,7
target_top_vs_other_top,top 0 vs other top,T,repertoire,repertoire_11,0:top,other:top,1.0025995146032964,0.09392613884534314,1.0272135304540928,false,7,7
target_top_vs_other_top,top 1 vs other top,T,repertoire,repertoire_11,1:top,other:top,-1.0025995146032964,0.09392613884534314,1.0272135304540928,false,7,7
target_top_vs_other_top,top 1 vs other top,T,repertoire,repertoire_4,1:top,other:top,0.6928794150847558,0.22792175027725933,0.6422142286824227,false,7,7
target_top_vs_other_top,top 0 vs other top,T,repertoire,repertoire_4,0:top,other:top,-0.6928794150847558,0.22792175027725933,0.6422142286824227,false,7,7
target_top_vs_other_top,top 0 vs other top,T,repertoire,repertoire_8,0:top,other:top,0.5481041907990687,0.3256157714667618,0.4872945678642127,false,7,7
target_top_vs_other_top,top 1 vs other top,T,repertoire,repertoire_8,1:top,other:top,-0.5481041907990687,0.3256157714667618,0.4872945678642127,false,7,7
target_top_vs_other_top,top 0 vs other top,T,repertoire,repertoire_10,0:top,other:top,0.5457489401866359,0.3274570317740705,0.484845679146044,false,7,7
target_top_vs_other_top,top 1 vs other top,T,repertoire,repertoire_10,1:top,other:top,-0.5457489401866359,0.3274570317740705,0.484845679146044,false,7,7
target_top_vs_other_top,top 0 vs other top,T,repertoire,repertoire_6,0:top,other:top,-0.12847425628320733,0.814130359240032,0.08930604994396288,false,7,7
target_top_vs_other_top,top 1 vs other top,T,repertoire,repertoire_6,1:top,other:top,0.12847425628320733,0.814130359240032,0.08930604994396288,false,7,7
target_top_vs_other_top,top 1 vs other top,T,repertoire,repertoire_9,1:top,other:top,0.08540603779591072,0.8757134592232262,0.057637975379158456,false,7,7
target_top_vs_other_top,top 0 vs other top,T,repertoire,repertoire_9,0:top,other:top,-0.08540603779591072,0.8757134592232262,0.057637975379158456,false,7,7
top_label_vs_top_label,top 1 vs top 0,T,repertoire,repertoire_1,1:top,0:top,2.6166895607094127,0.0003750692038043445,3.425888593452326,true,7,7
top_label_vs_top_label,top 1 vs top 0,T,repertoire,repertoire_2,1:top,0:top,2.177826511755638,0.0028675594932844736,2.5424875630214188,true,7,7
top_label_vs_top_label,top 1 vs top 0,T,repertoire,repertoire_3,1:top,0:top,2.0034941894449814,0.003268528389257603,2.4856477385565983,true,7,7
top_label_vs_top_label,top 1 vs top 0,T,repertoire,repertoire_5,1:top,0:top,1.790520091257485,0.00647304078169403,2.188891656815086,true,7,7
top_label_vs_top_label,top 1 vs top 0,T,repertoire,repertoire_7,1:top,0:top,-1.3849770270297581,0.024574065106475872,1.6095229954417831,true,7,7
top_label_vs_top_label,top 1 vs top 0,T,repertoire,repertoire_0,1:top,0:top,1.209190573081512,0.04307508258129728,1.3657738812724507,true,7,7
top_label_vs_top_label,top 1 vs top 0,T,repertoire,repertoire_11,1:top,0:top,-1.0025995146032964,0.09392613884534314,1.0272135304540928,false,7,7
top_label_vs_top_label,top 1 vs top 0,T,repertoire,repertoire_4,1:top,0:top,0.6928794150847558,0.22792175027725933,0.6422142286824227,false,7,7
top_label_vs_top_label,top 1 vs top 0,T,repertoire,repertoire_8,1:top,0:top,-0.5481041907990687,0.3256157714667618,0.4872945678642127,false,7,7
top_label_vs_top_label,top 1 vs top 0,T,repertoire,repertoire_10,1:top,0:top,-0.5457489401866359,0.3274570317740705,0.484845679146044,false,7,7
top_label_vs_top_label,top 1 vs top 0,T,repertoire,repertoire_6,1:top,0:top,0.12847425628320733,0.814130359240032,0.08930604994396288,false,7,7
top_label_vs_top_label,top 1 vs top 0,T,repertoire,repertoire_9,1:top,0:top,0.08540603779591072,0.8757134592232262,0.057637975379158456,false,7,7
top_vs_rest_within_label,1: top vs rest,T,repertoire,repertoire_3,1:top,1:rest,2.256055340528163,0.0009911271785094664,3.003870614555024,true,7,7
top_vs_rest_within_label,1: top vs rest,T,repertoire,repertoire_1,1:top,1:rest,1.7436705553075151,0.003640764138335174,2.4388074552977113,true,7,7
top_vs_rest_within_label,1: top vs rest,T,repertoire,repertoire_5,1:top,1:rest,1.729239816453232,0.003789889672665962,2.421373432578046,true,7,7
top_vs_rest_within_label,0: top vs rest,T,repertoire,repertoire_7,0:top,0:rest,1.33111559961569,0.01249123940534605,1.903394467935088,true,7,7
top_vs_rest_within_label,1: top vs rest,T,repertoire,repertoire_0,1:top,1:rest,1.2860802435884457,0.014448739101960251,1.8401700508281227,true,7,7
top_vs_rest_within_label,1: top vs rest,T,repertoire,repertoire_2,1:top,1:rest,1.0068088677917881,0.03733586285208643,1.4278738074381851,true,7,7
top_vs_rest_within_label,0: top vs rest,T,repertoire,repertoire_2,0:top,0:rest,-0.9661594795286076,0.04312781229600138,1.3652425713433096,true,7,7
top_vs_rest_within_label,1: top vs rest,T,repertoire,repertoire_4,1:top,1:rest,0.762305143729854,0.0902910821059142,1.0443551420835013,false,7,7
top_vs_rest_within_label,0: top vs rest,T,repertoire,repertoire_10,0:top,0:rest,0.6905482436996381,0.11747236540396054,0.9300642862782174,false,7,7
top_vs_rest_within_label,0: top vs rest,T,repertoire,repertoire_5,0:top,0:rest,0.6662502919562681,0.12840882846949983,0.8914051162688797,false,7,7
top_vs_rest_within_label,0: top vs rest,T,repertoire,repertoire_11,0:top,0:rest,0.5524851449463662,0.19412551122143148,0.7119173875654874,false,7,7
top_vs_rest_within_label,0: top vs rest,T,repertoire,repertoire_3,0:top,0:rest,0.5044925991547063,0.23036884808722663,0.6375762492875491,false,7,7
top_vs_rest_within_label,0: top vs rest,T,repertoire,repertoire_4,0:top,0:rest,0.47100685882159893,0.2591518440973552,0.5864456964194492,false,7,7
top_vs_rest_within_label,0: top vs rest,T,repertoire,repertoire_6,0:top,0:rest,-0.4554935312466776,0.2735256088120139,0.5630020066428273,false,7,7
top_vs_rest_within_label,0: top vs rest,T,repertoire,repertoire_1,0:top,0:rest,-0.4002925623851413,0.33032755121070234,0.48105520214941233,false,7,7
top_vs_rest_within_label,0: top vs rest,T,repertoire,repertoire_8,0:top,0:rest,0.38032604954842325,0.35313793940157295,0.4520556214694118,false,7,7
top_vs_rest_within_label,1: top vs rest,T,repertoire,repertoire_11,1:top,1:rest,-0.29536086803406364,0.4642462982571246,0.3332515504916039,false,7,7
top_vs_rest_within_label,0: top vs rest,T,repertoire,repertoire_0,0:top,0:rest,-0.27952458863423785,0.4874863805396915,0.3120375131738192,false,7,7
top_vs_rest_within_label,1: top vs rest,T,repertoire,repertoire_9,1:top,1:rest,0.2568292573358715,0.5221536904745334,0.28220164814540527,false,7,7
top_vs_rest_within_label,1: top vs rest,T,repertoire,repertoire_7,1:top,1:rest,-0.1847540947519328,0.642326037007942,0.19224447328453048,false,7,7
top_vs_rest_within_label,0: top vs rest,T,repertoire,repertoire_9,0:top,0:rest,0.15700982194994365,0.6922891671282345,0.15971246413208495,false,7,7
top_vs_rest_within_label,1: top vs rest,T,repertoire,repertoire_8,1:top,1:rest,-0.0442398512183247,0.9106420038852248,0.040652321483514796,false,7,7
top_vs_rest_within_label,1: top vs rest,T,repertoire,repertoire_6,1:top,1:rest,-0.02426051300430048,0.950906170359596,0.021862334487892474,false,7,7
top_vs_rest_within_label,1: top vs rest,T,repertoire,repertoire_10,1:top,1:rest,-0.021250262435629996,0.9569897331661041,0.01909272142192889,false,7,7
target_top_vs_other_top,top 0 vs other top,T,transcriptome,transcriptome_1,0:top,other:top,-2.0914722765370173,0.0027707540594861598,2.55740202179926,true,7,7
